Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
MSFT,Microsoft Corporation,210.11,$1588.54B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msft,
MRTX,"Mirati Therapeutics, Inc.",225,$11.31B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrtx,
MRNA,"Moderna, Inc.",101.03,$39.98B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mrna,
MDLZ,"Mondelez International, Inc.",57.35,$82.02B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mdlz,
MDB,"MongoDB, Inc.",265.35,$15.62B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mdb,
MPWR,"Monolithic Power Systems, Inc.",318.9,$14.38B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/mpwr,
MNST,Monster Beverage Corporation,84.07,$44.38B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mnst,
NDAQ,"Nasdaq, Inc.",126.01,$20.67B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ndaq,
NTAP,"NetApp, Inc.",53.56,$11.89B,1995,Technology,Electronic Components,https://old.nasdaq.com/symbol/ntap,
NTES,"NetEase, Inc.",94.79,$64.98B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ntes,
NFLX,"Netflix, Inc.",476.62,$210.57B,2002,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/nflx,
NWS,News Corporation,17.94,$10.6B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nws,
NWSA,News Corporation,17.9,$10.57B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nwsa,
NICE,NICE Ltd,235,$14.74B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nice,
NKLA,Nikola Corporation,29.41,$11.3B,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nkla,
NDSN,Nordson Corporation,201.5,$11.69B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ndsn,
NTRS,Northern Trust Corporation,93.56,$19.47B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ntrs,
NLOK,NortonLifeLock Inc.,18.29,$10.83B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nlok,
NVCR,NovoCure Limited,134.41,$13.68B,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvcr,
NUAN,"Nuance Communications, Inc.",42.42,$12B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nuan,
NVDA,NVIDIA Corporation,525.6,$325.35B,1999,Technology,Semiconductors,https://old.nasdaq.com/symbol/nvda,
NXPI,NXP Semiconductors N.V.,155.91,$43.62B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/nxpi,
OKTA,"Okta, Inc.",227.83,$29.18B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/okta,
ODFL,"Old Dominion Freight Line, Inc.",202.24,$23.73B,1991,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/odfl,
ON,ON Semiconductor Corporation,28.41,$11.68B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/on,
OTEX,Open Text Corporation,43.5,$11.85B,1996,Technology,EDP Services,https://old.nasdaq.com/symbol/otex,
ORLY,"O&#39;Reilly Automotive, Inc.",442.09,$32.03B,1993,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/orly,
PCAR,PACCAR Inc.,89.56,$31.03B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/pcar,
PAYX,"Paychex, Inc.",91.97,$33.06B,1983,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/payx,
PCTY,Paylocity Holding Corporation,195.15,$10.59B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/pcty,
PYPL,"PayPal Holdings, Inc.",200.82,$235.3B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pypl,
PEGA,Pegasystems Inc.,129.52,$10.45B,1996,Technology,EDP Services,https://old.nasdaq.com/symbol/pega,
PTON,"Peloton Interactive, Inc.",112.05,$32.78B,2019,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/pton,
PENN,"Penn National Gaming, Inc.",71.99,$11.18B,1994,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/penn,
PEP,"Pepsico, Inc.",143.02,$197.65B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/pep,
PDD,Pinduoduo Inc.,141.05,$168.93B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pdd,
PLUG,"Plug Power, Inc.",26.87,$11.17B,1999,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/plug,
POOL,Pool Corporation,334.13,$13.42B,1995,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/pool,
PPD,"PPD, Inc.",33.88,$11.85B,2020,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/ppd,
PFG,Principal Financial Group Inc,50.64,$13.91B,2001,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/pfg,
PTC,PTC Inc.,103.19,$11.98B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ptc,
QGEN,Qiagen N.V.,46.83,$10.71B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen,
QRVO,"Qorvo, Inc.",149.2,$17.02B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/qrvo,
QCOM,QUALCOMM Incorporated,143.82,$162.66B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/qcom,
REGN,"Regeneron Pharmaceuticals, Inc.",523.61,$55.87B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/regn,
ROKU,"Roku, Inc.",276.58,$35.11B,2017,Consumer Services,Television Services,https://old.nasdaq.com/symbol/roku,
ROST,"Ross Stores, Inc.",108.18,$38.51B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/rost,
RPRX,Royalty Pharma plc,40.2,$25.13B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rprx,
RYAAY,Ryanair Holdings plc,105.62,$23.77B,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ryaay,
SNY,Sanofi,49.85,$125.26B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sny,
SRPT,"Sarepta Therapeutics, Inc.",134.49,$10.61B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/srpt,
SBAC,SBA Communications Corporation,286.27,$31.79B,1999,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sbac,
STX,Seagate Technology PLC,56.92,$14.62B,2002,Technology,Electronic Components,https://old.nasdaq.com/symbol/stx,
SGEN,Seagen Inc. ,168.07,$30.08B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sgen,
SIRI,Sirius XM Holdings Inc.,6.56,$27.88B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/siri,
SWKS,"Skyworks Solutions, Inc.",138.03,$22.92B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/swks,
SEDG,"SolarEdge Technologies, Inc.",264.8,$13.56B,2015,Technology,Semiconductors,https://old.nasdaq.com/symbol/sedg,
SPLK,Splunk Inc.,198.11,$31.78B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/splk,
SSNC,"SS&C Technologies Holdings, Inc.",69.14,$17.7B,2010,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ssnc,
SBUX,Starbucks Corporation,96.88,$113.71B,1992,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/sbux,
STNE,StoneCo Ltd.,72.67,$22.4B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/stne,
RUN,Sunrun Inc.,63.79,$12.6B,2015,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/run,
SIVB,SVB Financial Group,348.81,$18.07B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/sivb,
SNPS,"Synopsys, Inc.",216,$32.78B,1992,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/snps,
TROW,"T. Rowe Price Group, Inc.",139.37,$31.56B,1986,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/trow,
TTWO,"Take-Two Interactive Software, Inc.",171.19,$19.71B,1997,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ttwo,
TER,"Teradyne, Inc.",108.32,$17.99B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/ter,
TSLA,"Tesla, Inc. ",521.85,$494.66B,2010,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tsla,
TXN,Texas Instruments Incorporated,157.42,$144.5B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/txn,
KHC,The Kraft Heinz Company,32.6,$39.86B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/khc,
TTD,"The Trade Desk, Inc.",839.65,$39.43B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ttd,
TMUS,"T-Mobile US, Inc.",127.88,$158.72B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tmus,
TSCO,Tractor Supply Company,133.88,$15.6B,1994,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/tsco,
TW,Tradeweb Markets Inc.,58.54,$13.33B,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tw,
TRMB,Trimble Inc.,58.96,$14.75B,1990,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trmb,
TCOM,Trip.com Group Limited,33.66,$19.96B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tcom,
ULTA,"Ulta Beauty, Inc.",282.87,$15.93B,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ulta,
UAL,"United Airlines Holdings, Inc.",40.93,$11.91B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ual,
OLED,Universal Display Corporation,220.7,$10.4B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/oled,
VRSN,"VeriSign, Inc.",196.57,$22.43B,1998,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsn,
VRSK,"Verisk Analytics, Inc.",198.12,$32.21B,2009,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsk,
VRTX,Vertex Pharmaceuticals Incorporated,217.87,$56.65B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrtx,
VIAC,ViacomCBS Inc.,34.62,$21.37B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/viac,
VIACA,ViacomCBS Inc.,36,$22.22B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/viaca,
VTRS,Viatris Inc.,16.77,$20.16B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vtrs,
VOD,Vodafone Group Plc,16.39,$43.98B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/vod,
WBA,"Walgreens Boots Alliance, Inc.",37.98,$32.89B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/wba,
WMG,Warner Music Group Corp.,28.01,$14.29B,2020,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wmg,
WB,Weibo Corporation,44.51,$10.08B,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/wb,
WDC,Western Digital Corporation,44.48,$13.53B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/wdc,
WLTW,Willis Towers Watson Public Limited Company,203.92,$26.29B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/wltw,
WIX,Wix.com Ltd.,248.61,$13.83B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/wix,
WDAY,"Workday, Inc.",207.1,$49.08B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/wday,
WYNN,"Wynn Resorts, Limited",95.48,$10.3B,2002,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/wynn,
XEL,Xcel Energy Inc.,68.36,$35.92B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/xel,
XLNX,"Xilinx, Inc.",133.3,$32.67B,1990,Technology,Semiconductors,https://old.nasdaq.com/symbol/xlnx,
XP,XP Inc.,40.77,$22.5B,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/xp,
YNDX,Yandex N.V.,61.47,$21.52B,2011,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/yndx,
ZBRA,Zebra Technologies Corporation,362.69,$19.34B,1991,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/zbra,
Z,"Zillow Group, Inc.",114.13,$26.55B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/z,
ZG,"Zillow Group, Inc.",116.34,$27.07B,2011,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/zg,
ZM,"Zoom Video Communications, Inc.",430.28,$122.38B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/zm,
ZI,ZoomInfo Technologies Inc.,44.65,$17.38B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/zi,
ZS,"Zscaler, Inc.",143.04,$19.01B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/zs,
